id,season,no_of_episode_season,title,imdb_rating,synopsis
177,10,12,Livin' on a Prayer,7,"When Stewie's new best friend falls ill, Lois takes him to the hospital where she finds out he has a critical, but treatable, disease. However, the boy's parents refuse treatment due to their religious beliefs, leaving Lois no choice but to take drastic measures to seek treatment for the boy herself. Meanwhile, Peter has a religious experience of his own."
178,10,13,Tom Tucker: The Man and His Dream,6.8,"When Peter decides to help Tom Tucker realize his dream to become a famous actor, he becomes his agent as they go to Hollywood. But there, they cross paths with James Woods who is revealed to have been revived from his death in ""And Then There Were Fewer"". Back in Quahog, Chris dates a girl who looks disturbingly like Lois (guest voice Elliot Page)."
179,10,14,Be Careful What You Fish For,7,"When Peter and the guys try to salvage a sunken Mercedes-Benz, Peter half-heartedly promises a favor to a helpful dolphin named Billy Finn (guest voice by Ricky Gervais). Soon, the dolphin moves to Quahog but outstays his welcome at Peter's, so Peter tries to reunite Billy Finn with his ex-wife (guest voiced by Lucy Davis) in hopes that he will return to the ocean. Meanwhile, Stewie is attending a pre-school with an incompetent but pretty teacher who Brian falls for."
180,10,15,Burning Down the Bayit,6.7,"Overwhelmed with financial troubles, Mort asks Peter and Quagmire to help him save his pharmacy. However, things take a turn for the worse when the trio decides to burn it down to collect insurance money."
181,10,16,Killer Queen,7.4,"When Chris wins a hot dog eating contest, Lois fears for his health and sends him (and eventually Peter) to fat camp to get healthy. There, they cross paths with a serial killer who seems to target fat people, which coincides with Lois' brother Patrick being released from a mental institution. Meanwhile, Stewie is traumatized by the frightening cover of the Queen album News of the World."
182,10,17,Forget-Me-Not,8,"When a seemingly innocent guy's night out takes a sudden turn, Peter, Joe, Brian, and Quagmire wake up in a hospital and discover that their memories have been erased and Quahog has been deserted."
183,10,18,"You Can't Do That on Television, Peter",7,"Peter creates and stars in a children's TV show after his favorite kiddie show is cancelled. Meanwhile, Meg begins an internship with Dr. Hartman at the hospital."
184,10,19,Mr. and Mrs. Stewie,7.6,"Stewie meets a girl on the playground named Penelope and is surprised to hear that they both have a lot in common, that saying that they both have plans for world domination. Meanwhile, Lois gets squashed in her sleep by Peter and suggests that they sleep in separate beds. Peter doesn't like the idea due to snuggling issues and decides to sleep with Quagmire."
185,10,20,Leggo My Meg-O,7.6,"In a parody of Taken, Meg travels abroad to Europe, her exciting adventure comes to a halt when she gets kidnapped. Brian and Stewie embark on an action-packed mission to find her before it is too late."
186,10,21,Tea Peter,6.6,"After Quahog City Hall threatens to shut down Peter’s illegally run business, Peter joins the Tea Party and, with the help of Peter’s father-in-law, Carter, who reaps the benefit of all the chaos in Quahog, successfully campaigns to shut down the government. However, this ordeal causes the city to break down without a government."
187,10,22,Family Guy Viewer Mail #2,7.7,"Brian and Stewie respond to viewer mail. Chap of the Manor - We are introduced to a British version of the Griffins. Fatman and Robin - Peter discovers that everything he touches turns into his favorite comedian, Robin Williams. Point of Stew - A first-person perspective with Stewie."
188,10,23,Internal Affairs,7.3,"Peter and Quagmire encourage Joe to have a one-night stand with his attractive new partner (Anna Kendrick) in order to even the score with Bonnie for her own indiscretions. But when Bonnie finds out and threatens divorce, Lois insists that Peter get them back together. Meanwhile, Peter has a run-in with the angry chicken which makes for another epic fight."
189,11,1,Into Fat Air,7.3,"The Griffins attempt to climb Mt. Everest because Lois gets competitive again with her ex, Ross Fishman. Unfortunately, the Fishmans win the competition but danger approaches in Mt. Everest and the Fishmans' son, Ben, had frozen to death. In order to survive, the Griffins eat Ben's dead body and then successfully rescue the Fishmans before they die looking for him."
190,11,2,Ratings Guy,7.1,"The Griffins become a Nielsen Family and Peter decides to rig the ratings. But when angry neighbors let him know that he has gone too far with his absurd changes, he must find a way to restore normality to television."
191,11,3,The Old Man and the Big 'C',6.8,"When Brian discovers that Carter Pewterschmidt’s pharmaceutical company is withholding the cure for cancer from the public in order to gain more profit, he and Stewie plot to expose the big secret that could change the world. Meanwhile, Quagmire reveals a hair-raising secret of his own."
192,11,4,Yug Ylimaf,8.3,"Brian uses Stewie's time machine and accidentally reverses the direction of time. Now Brian and Stewie have to find a way to reset the direction of time before Stewie is ""unborn."""
193,11,5,Joe's Revenge,7.2,"When Bobby Briggs, the criminal who shot Joe years ago, leaving Joe in a wheelchair for the rest of his life, becomes a fugitive, Quagmire, Joe and Peter team up to hunt the bad guy down."
194,11,6,Lois Comes Out of Her Shell,7.3,"Lois gets a midlife crisis and her ripe 20-year-old behavior stresses Peter. Meanwhile, Stewie finds a turtle in the park that wants nothing else than to kill him."
195,11,7,Friends Without Benefits,7,"Meg is saddened when she learns a boy she has a crush on is gay. She decides that having Chris sleep with him is the next best thing, but when he refuses, she plans to drug him and have the boy have sex with him while he is asleep."
196,11,8,"Jesus, Mary and Joseph!",6.8,"As the Griffin family is preparing for Christmas, Peter tells his own version of the Nativity story."
197,11,9,Space Cadet,7.2,"After Chris gets sent to space camp, he realizes that it is more than he can handle and asks to come home. But while the Griffins are there to get him, they look inside a rocket, and Stewie launches them into space."
198,11,10,Brian's Play,7.1,Brian writes a play that becomes a hit in Quahog but grows jealous when he finds that the play Stewie wrote is better than his.
199,11,11,The Giggity Wife,7,"Quagmire accidentally marries a washed up prostitute during a visit to Harvard with Peter and Joe. When it turns out the only way for Quagmire to get a divorce is to prove to his new wife that he is gay, he has to ask Peter for help."
200,11,12,Valentine's Day in Quahog,7.3,"To engage in romance for Valentine's Day, Peter and Lois decide to spend the day in bed. Meanwhile, Stewie travels back in time to the '60's and ""visits"" a little girl who turns out to be his infant mother to his dismay; Meg learns a secret about the boy she met online; Quagmire learns to treat women with respect or else; Chris grows a crush on Herbert's niece; Consuela crosses the border to be with her husband; Brian is visited by his ex-girlfriends; and Mayor West saves Carol from making another love mistake."
201,11,13,Chris Cross,6.7,"Unable to buy new sneakers, Chris steals money from Lois's purse, but is caught by Meg, who blackmails him into doing her chores in exchange for not turning him in. Chris gets fed up and takes off to live with Herbert. Meanwhile, Stewie becomes obsessed with Anne Murray's hit song ""Snowbird"", and makes Brian also love the song. The two argue over the meaning of the song and decide to travel to her house to find the true meaning behind the song."
202,11,14,Call Girl,6.9,"When Peter loses everything in a lawsuit, Lois gets a job. She starts working on a phone sex line, and ends up with Peter as a client."
203,11,15,Turban Cowboy,6.7,"After a skydiving accident, Peter becomes friends with a Muslim man who convinces Peter to convert to Islam, leaving Joe and Quagmire with suspicions about this new friend."
204,11,16,12 and a Half Angry Men,7.5,"Mayor West is brought on trial for murder, leaving Brian to try and clear his name."
205,11,17,Bigfat,6.8,"Peter, Quagmire and Joe take a road trip to Canada, but their private plane crashes and Peter goes missing for two months. When his family finds him, he can no longer communicate intelligently."
206,11,18,Total Recall,7.1,"After Rupert is recalled, Stewie and Brian head on an adventure to reclaim Stewie's best friend. Meanwhile, due to illness, Peter is replaced by Lois in his bowling tournament. However, he begins to get annoyed by the brewing friendship between his wife and his buddies."
207,11,19,Save the Clam,6.7,"The owner of The Drunken Clam is killed, and it is up to Peter and the gang to try and stop the Clam from being shut down by the bank. Meanwhile, Meg gets a job at a funeral home."
208,11,20,Farmer Guy,7.2,"After Peter buys a farm to get away from Quahog's rising crime problem, he becomes a meth dealer."
209,11,21,Roads to Vegas,7.9,"Brian and Stewie decide to spend a trip in Las Vegas. But when they attempt to use a teleporter to get there, a glitch in the system causes the duo to get split into two pieces each, with one pairing having the greatest time in Vegas while the other has the worst time in Vegas."
210,11,22,No Country Club for Old Men,6.7,"The Griffins join a country club, after Chris begins dating the daughter of Rhode Island's richest family, and Peter ends up getting Lois's father, Carter, thrown out of his beloved country club."
211,12,1,Finders Keepers,6.9,"Peter is convinced that a placemat at a restaurant is a treasure map. The rumor of supposed treasure sparks a city-wide search, turning the residents of Quahog against each other."
212,12,2,Vestigial Peter,5.8,"Peter finds a strange lump on his neck that turns out to be a vestigial twin, who ends up winning over Peter's family and friends with his optimism and sense of wonder."
213,12,3,Quagmire's Quagmire,7.2,"Quagmire dates a woman named Sonja, who is just as sexually active as he is, but things take a turn for the worse when she kidnaps him to be her sex slave, so Peter, Joe and Ida (Quagmire's transgender father) must search the seedy back alleys of Quahog to rescue him. In the meantime, Brian, Stewie and Rupert get involved in a most unusual love triangle."
214,12,4,A Fistful of Meg,6.7,"Meg angers a psychopathic bully who threatens to kill her in a fight at the school's backyard. Meanwhile, Brian is disturbed by Peter exposing his nudity to him."
215,12,5,Boopa-dee Bappa-dee,6.5,"The Griffins go to Italy on vacation, but Peter wants to stay there permanently, as he feels life in America has gotten boring, so he disintegrates their passports."
216,12,6,Life of Brian,4.7,"When Brian tragically dies in a car accident, the family buys another anthropomorphic dog, Vinny."
217,12,7,Into Harmony's Way,6.4,"Peter and Quagmire find out that their voices create beautiful harmony when they get frightened by a bee and become a Simon & Garfunkel-style singer/songwriter duo — and, like the real Simon & Garfunkel, Peter lets fame go to his head and the duo begin feuding."
218,12,8,Christmas Guy,7.7,"Peter tries to get his father-in-law Carter to repent his Christmas-hating ways. Meanwhile, Stewie travels back in time to save Brian's life."
219,12,9,Peter Problems,6.6,"When Peter gets fired for crashing a forklift into a business meeting, Lois takes a job at the grocery store while Peter becomes a stay-at-home dad — which leads to poor bedroom performance."
220,12,10,Grimm Job,7,"The Griffins put a new Quahog spin on three fairy tales: Jack and the Beanstalk, Little Red Riding Hood and Cinderella."
221,12,11,Brian's a Bad Father,6.1,"Brian's human son, Dylan, returns, now a teen TV star. Rather than be a good father to his estranged son, Brian uses his son's television connections to further his own writing career. Meanwhile, after Peter ""accidentally"" shoots Quagmire on a hunting trip, the two friends clash, and Joe must choose a side."
222,12,12,Mom's the Word,6.3,"When Peter's mother dies, he befriends her longtime friend, Evelyn, who then tries to seduce him. Meanwhile, Brian tries to help Stewie overcome his fear of death."
223,12,13,3 Acts of God,6.5,"Peter is sick of opposing football teams thanking God for beating the Patriots, so he and the guys go on a quest to find the Lord and ask Him to stop determining the outcomes of football games. Cleveland Brown drops by to assist Peter."
224,12,14,Fresh Heir,5.4,"Lois's father Carter names Chris as his heir, but Chris says he doesn't want the money."
225,12,15,Secondhand Spoke,6.8,"Peter is asked to be the face of an anti-smoking campaign just as he has taken up the habit of smoking cigarettes, while Stewie helps Chris face bullies at school."
226,12,16,Herpe the Love Sore,5.8,"Stewie and Brian become blood brothers, which leads to Stewie contracting herpes from Brian. Meanwhile, a gang occupies Peter, Joe and Quagmire's booth at The Clam and they have to fight to take it back."
227,12,17,The Most Interesting Man in the World,6.9,Peter decides to make some changes to his behavior after he returns from the park with the wrong baby.
228,12,18,Baby Got Black,6.7,"Chris is forbidden to see Jerome's daughter Pam, so when the kids run away together, Jerome and Peter must work together to find them."
229,12,19,Meg Stinks!,7.1,"Meg parties with Peter at a college where he takes her for an interview, while Brian is forced to live in the wild after he is sprayed by a skunk and prevented from coming into the house."
230,12,20,He's Bla-ack!,7.2,"With his spin-off show cancelled due to low ratings, Cleveland returns to Quahog, with his new family accompanying him. When a conflict arises between Lois and Donna, it is up to Peter and Cleveland to reconcile their wives in order to save their friendship."
231,12,21,Chap Stewie,7,"Stewie gets upset over having his TV time interrupted, so he heads back in time to see that Lois and Peter break up before he is conceived, thus he would never be born into the Griffin family. However, when he finally is born, it is into a Downton Abbey-esque household in Great Britain."
232,13,1,The Simpsons Guy,8.4,"In a crossover with The Simpsons, the Griffins meet the Simpsons when Peter makes a sexist comic, causing the Griffins to escape, but they end up in Springfield when their car is stolen. Stewie takes lessons in pranks and skateboarding from Bart, while Lisa discovers - to her annoyance - that Meg is as good at playing the saxophone as she is. Peter bonds with Homer as they locate the missing car, but then they fight after Peter loses his job when Pawtucket Patriot is revealed to be a copy of Duff Beer."
233,13,2,The Book of Joe,6.6,"Peter helps Joe fulfill his dream of getting a children's book published, only to take over as the writer. Meanwhile, Brian becomes obsessed with exercising to impress a female marathon runner (voiced by Mae Whitman)."
234,13,3,Baking Bad,6.9,"Lois and Peter open a bakery that sells cookies, but their business partnership becomes strained when Peter changes the bakery into a strip club that sells cookies. Meanwhile, Stewie becomes addicted to cough medicine after Brian gives him some to help him sleep."
235,13,4,Brian the Closer,6.7,"Brian becomes depressed after getting his teeth knocked out in an accident, and a reluctant Quagmire helps pay for Brian to get new teeth. With his new winning smile, Brian gets a job as a real estate agent, and tricks Quagmire into buying a rundown condo."
236,13,5,Turkey Guys,6.8,"Peter gets drunk and devours the turkey the night before Thanksgiving (framing Brian for participating), so he and Brian go out to find a new one in an unexpected place. Meanwhile, while Peter is gone, Chris believes he is now the man of the house."
237,13,6,The 2000-Year-Old Virgin,6,"Peter finds Jesus at the mall, and Jesus shocks him by saying that he has never had sex. Determined to change this, Peter enlists the help of Cleveland, Joe and Quagmire so Jesus can lose his virginity for his 2000th birthday."
238,13,7,"Stewie, Chris, & Brian's Excellent Adventure",7.4,"Stewie and Brian invite Chris on a journey through time to help him pass a test that is his only hope of finishing ninth grade, and the three end up stuck in 1912 aboard the Titanic."
239,13,8,Our Idiot Brian,7,"When Brian tests poorly on Meg's SAT, he begins to realize he is not as smart as he thinks he is, prompting Peter to show him how having a low IQ can be beneficial."
240,13,9,This Little Piggy,6.7,"Meg signs up for a modeling contract, but she becomes skeptical when she realizes that her type of modeling is for foot fetishists. Meanwhile, Stewie decides to take a break from pre-school and live his life at a folk festival."
241,13,10,Quagmire's Mom,6.6,"Quagmire is arrested for statutory rape, and his born-again Christian mother, Crystal, returns to try to defend him. Meanwhile, Peter finds out what his real name is and changes his personality accordingly."
242,13,11,Encyclopedia Griffin,6.6,"Peter starts his own detective agency with Cleveland, Joe and Quagmire, who are shocked to find out Chris is a thief. Meanwhile, Lois worries for Chris after he becomes involved in a delusional relationship with a mannequin."
243,13,12,Stewie Is Enceinte,5.8,"After Brian seemingly decides he does not want to be around Stewie anymore, Stewie tries to save their friendship by impregnating himself with Brian's DNA. Meanwhile, Peter, Joe, Quagmire and Cleveland attempt to make a viral Internet video."
244,13,13,Dr. C and the Women,6.6,"Meg becomes popular at her new job at the airport, due to being the most attractive woman there. Meanwhile, Cleveland obtains a new job as a therapist, and gives Peter and Lois relationship advice. Peter soon grows frustrated and threatens to reveal a secret to Donna about the events of Cleveland's bachelor party."
245,13,14,#JOLO,7,"When Peter accidentally discovers a missing child, he is hailed as the town hero. Meanwhile, Joe quits his job and heads to Niagara Falls to live life to the fullest."
246,13,15,Once Bitten,6.7,"Brian becomes more submissive after attending obedience school as punishment for biting Peter, and Peter misses Brian's feistier ways. Meanwhile, Chris befriends Neil Goldman and realizes that he is using him to get close to Meg."
247,13,16,Roasted Guy,7.2,"Peter makes his friends throw him a Dean Martin-style comedy roast, but when he feels humiliated by the jokes, he decides to find new friends. He makes friends with a group of gossiping women, who offend Lois behind her back."
248,13,17,Fighting Irish,6.8,"Peter claims that he could beat Liam Neeson in a fight, but his skills are put to the test when Neeson himself actually shows up, bails him out of jail after Peter gets arrested for foolishly confessing his intentions to two security guards, and makes Peter his errand boy. Meanwhile, Stewie is annoyed with Lois when she becomes a class mom and starts paying more attention to other children."
249,13,18,Take My Wife,7.3,"Lois books a vacation for her and Peter in the Bahamas, but when they arrive, Peter learns it is actually a marriage counseling program. Meanwhile, Carter babysits Brian and the Griffin kids and tries to teach them how to have fun without TV and electronics."
250,14,1,Pilling Them Softly,7.1,"When Stewie is diagnosed with ADHD, he receives a prescription for ADHD meds. Brian, who initially protests against kids freely being put on ADHD medication regardless of whether or not they have the condition, soon learns of the pills' productive benefits and uses them to write a book proposal to author George R. R. Martin. Meanwhile, Peter and Quagmire compete against one another to decide who gets to keep their own cooking show."
251,14,2,Papa Has a Rollin' Son,7.1,"Peter, Cleveland, and Quagmire set out to find Joe's estranged father (voiced by Ed O'Neill), when Father's Day approaches. However, when they learn that Joe's father hates handicapped people, Peter volunteers to pretend to be Joe. Meanwhile, Stewie befriends a tiny Tom Cruise when he is disappointed to learn that he will grow up to be 5'1""."
252,14,3,"Guy, Robot",7,"Stewie builds himself a new robot friend after he and Brian get themselves into a fight. Meanwhile, Lois forces Peter to buy a new mattress."
253,14,4,Peternormal Activity,7.5,"Disappointed at the theater by a horror sequel, Peter and the guys decide they can make a better horror movie. They sneak into an abandoned asylum for inspiration. However, they accidentally murder a man and attempt to blame it on someone else. Meanwhile, Brian acts more pretentious wearing glasses, which Stewie vows to destroy. Unfortunately all attempts fail including Chris accidentally locking himself, Stewie and Brian in a Sauna. Stewie therefore resorts to violence and almost blinding Brian in the result smashes them off his face with a baseball bat. He then leaves Brian to cry out in pain with his eyes bleeding as shards of the broken lenses end up in his eyes."
254,14,5,"Peter, Chris, & Brian",6.7,"Peter finds an old video tape, when returning to his mother's old house to retrieve his porn collection. When he views the video tape, he realizes that he is a failure. Because of this, Peter forces Chris to spend time with Brian, so he doesn't turn out a failure as well."
255,14,6,Peter's Sister,6.5,"When Peter's estranged sister, Karen, who is a wrestler, comes to visit for Thanksgiving, Meg finds that Karen is a bully who treats Peter the same way he treats her. Peter decides to become a female wrestler in order to defeat his sister in the ring."
256,14,7,Hot Pocket-Dial,6.6,"Quagmire discusses with Ida that he is in love with Lois, during an accidental pocket dial to Peter. Peter becomes furious with Quagmire over this, which results in Lois attempting to resolve the situation."
257,14,8,Brokeback Swanson,6.8,"When Peter and the guys decide to run with the bulls, Joe is injured during the run and becomes a quadriplegic. Meanwhile, Brian sleeps with a woman, who is married to a Navy SEAL who is still bitter over not being credited for killing Osama bin Laden. In order to avoid the ire of her husband, he pretends to be their new dog."
258,14,9,A Shot in the Dark,6.9,"Due to Peter's couch being stolen from his lawn, he forms a neighborhood watch group. While on duty, Peter accidentally shoots Cleveland Jr. and is immediately arrested for a hate crime and branded a racist when he accidentally burns Cleveland's lawn and witnesses misinterpret his cries for help as a slur against him. When Peter apologizes to Cleveland, Cleveland voluntarily takes the blame for the crime."
259,14,10,"Candy, Quahog Marshmallow",7.1,"When Peter and the guys find out that Quagmire starred in a Korean soap opera, they set out to find the final tape of the series. Unable to do so, they travel to Korea in order to find it. When they arrive in Korea, Quagmire ends up falling in love with his co-star/former lover, Sujin."
260,14,11,The Peanut Butter Kid,7.1,"After the Griffin family's bank account begins to run dry, Peter and Lois have Stewie star in a peanut butter commercial. Peter and Lois soon start getting hooked on making Stewie a child star, which causes Brian to be concerned about their motives."
261,14,12,Scammed Yankees,6.9,"Peter and Carter go to Africa to get their money back after they are swindled in an e-mail scam. Meanwhile, Brian pursues Meg's friend, Patty after finding out she has a surprisingly hot body."
262,14,13,An App a Day,7.1,"When Peter overloads his phone with apps, he gets a new one and gives the old one to Chris, ending with him becoming a registered sex offender when he sends a picture of his privates to a girl; meanwhile, Brian and Stewie join a tennis club."
263,14,14,Underage Peter,7.2,"Thanks to dog years, Brian is the only one old enough to drink when Mayor West raises the drinking age to 50 following Peter's latest drunken rampage, so Peter makes Brian buy his beer."
264,14,15,A Lot Going on Upstairs,7.9,"Peter turns the attic into a man cave when Stewie begins to have nightmares, (with one of them being about messing up his line in the theme song), and refuses to sleep in his own bed, so he builds a device for Brian to go into his dreams and help him face his fears."
265,14,16,The Heartbreak Dog,6.7,"Brian kisses Bonnie during her 46th birthday party and she (briefly) leaves Joe. Meanwhile, Meg starts stealing from a retirement home after the residents she volunteered to help mistreat her."
266,14,17,Take a Letter,7,"Lois takes a job as a postal worker to pay for Stewie's private school, and discovers a letter Peter wrote to an old girlfriend, who tries to come between them. Meanwhile, Stewie befriends a fellow student named Chadley and enlists Brian to help impress him."
267,14,18,The New Adventures of Old Tom,7,"Peter ends up getting lost in the Quahog Mall overnight after his family abandons him. Meanwhile, Brian attempts to win over a girl by pretending to be a millionaire."
268,14,19,"Run, Chris, Run",6.7,"Chris gets elected homecoming king, but Meg discovers that the cool kids only voted for him in order to prank him. Meanwhile, Peter and the gang get jealous when Cleveland starts hanging out with Jerome, so they try to get him back."
269,14,20,Road to India,7.1,"Brian and Stewie go to India to find a tech support worker with whom Brian has fallen in love. Meanwhile, Peter becomes the center of attention when Joe invites him to bingo night."
270,15,1,The Boys in the Band,7.1,"Sick of how pandering children's music is, Stewie and Brian start their own band, singing children's songs with an adult edge, but Stewie's old flame and acting school partner, Olivia, shows up and tries to sabotage him. Meanwhile, Chris gets a job as Quagmire's personal assistant for his sex life."
271,15,2,Bookie of the Year,6.8,"When Chris starts showing signs of aggression, Peter and Lois end up discovering that he is a talented baseball pitcher. Peter and the guys immediately start betting on the games, as other betters bet big against Chris after seeing him and then lose huge wagers, but Peter is put into an impossible position when the only way to salvage his title game bets is to have Chris lose on purpose. Meanwhile, Brian and Stewie reunite with Frank Sinatra Jr. to open an Italian restaurant, but the restaurant ends up losing money when Frank begins to give everyone free meals. Note: This was the last appearance of Frank Sinatra Jr. before he died."
272,15,3,American Gigg-olo,7.3,"When the local airline pilots go on strike, Quagmire is forced to look for a new job and gets one as a gigolo. But when his clients refuse to pay him, Peter is forced to help him out, and their friendship quickly turns into a prostitute/pimp partnership. Meanwhile, Brian gets a job at a hardware store when Peter takes him off his health insurance, and Stewie goes from trying to get him fired to having to perform impromptu surgery to save Brian's life."
273,15,4,Inside Family Guy,6.8,"James Woods hosts a special episode that takes a look behind the scenes of Family Guy. Meanwhile, Peter is replaced and pitches his own television series to Fox. The story is a reference to sitcom 8 Simple Rules, where David Spade also joined the cast after the family's father had left the show."
274,15,5,"Chris Has Got a Date, Date, Date, Date, Date",6.9,"Pop singer Taylor Swift agrees to be Chris' date at his homecoming dance, and even though Chris is kind and charming, she sabotages the relationship and then uses the experience to write another song about how the men in her life mistreat her. Meanwhile, Peter becomes an Uber driver."
275,15,6,Hot Shots,6.9,"Peter and Lois get involved in the anti-vaccination movement to save Stewie from autism, causing a measles epidemic to break out in Quahog."
276,15,7,High School English,7.4,"While Peter is hiding out in a library to escape the police for crashing into a family's house, he reads three novels that are commonly taught (and sometimes banned) in American high schools: The Great Gatsby, Adventures of Huckleberry Finn, and Of Mice and Men."
277,15,8,Carter and Tricia,6.7,"Peter tells Tricia Takanawa about Carter's plan to use toxic chemicals in Pawtucket Patriot when Carter buys the brewery. Meanwhile, Brian's driver's license expires, and he gets help from Stewie to renew it."
278,15,9,How the Griffin Stole Christmas,7.2,"Peter becomes a mall Santa, and he becomes drunk with power when he learns that he can get away with anything, but the real Santa is mad about this and takes direct action to stop Peter. Meanwhile, Stewie and Brian crash Christmas parties for free food, drama, and women."
279,15,10,Passenger Fatty-Seven,7.3,"Quagmire receives free tickets to fly to San Francisco, and Peter, Cleveland and Joe tag along. Soon after, the guys get into a serious situation when Quagmire's plane gets hijacked, which puts Quagmire's flying skills to the test."
280,15,11,Gronkowsbees,6.6,"Peter and the guys discover Rob Gronkowski of the New England Patriots moving into the house behind the Griffins, but they soon get annoyed with his lifestyle and partying. Meanwhile, Brian discovers that Stewie is a beekeeper and suggests he sell his honey publicly."
281,15,12,Peter's Def Jam,6.9,"Peter becomes a DJ after he and the guys attempt to start their own podcast, leading to discord and (in Peter's case) deafness. Meanwhile, Brian is forced to move into Stewie's room after Lois gets an allergy."
282,15,13,The Finer Strings,6.8,"Peter and the guys form a string quartet, and everyone makes the cut except for Peter, who is kicked out. Meanwhile, Brian becomes Carter's seeing eye dog."
283,15,14,The Dating Game,7.3,"When Quagmire discovers Tinder, Peter, Cleveland and Joe must save him from his soul-sucking hedonism. Meanwhile, Stewie is diagnosed with scoliosis and (briefly) enjoys the benefits of being disabled."
284,15,15,Cop and a Half-wit,7.1,"Peter helps Joe solve cases, but he gets irritated when Joe takes all the credit for himself. Meanwhile, Brian and Chris look after Stewie after he gets a concussion while playing football."
285,15,16,Saturated Fat Guy,7.4,"Peter opens up his own fattening-foods truck to rebel against Lois' healthy-eating plans and to make some extra cash, but feasting on his own wares has terrible effects on Peter's health. Meanwhile, Meg joins a roller derby team, despite Chris' warnings that it's too dangerous."
286,15,17,Peter's Lost Youth,6.7,"Peter gets jealous when Lois upstages him at a Boston Red Sox fantasy baseball camp. Meanwhile, Stewie runs away from home when Meg becomes his babysitter."
287,15,18,The Peter Principal,7.2,"When Peter temporarily becomes the high school principal, Meg sees his power as an opportunity to get back at her bullies. Meanwhile, Brian and Stewie open up a bed and breakfast and have to deal with a lot of prostitutes."
288,15,19,Dearly Deported,6.9,"When Chris's Mexican girlfriend, Isabella, is deported, he steps up to take care of her twin babies. He eventually enlists his parents and Quagmire to head into Mexico and bring her back to the U.S."
289,15,20,A House Full of Peters,7.1,"After Lois discovers that Peter was a sperm donor in his youth, Peter's past comes back to him when many of his children unexpectedly come to his house – one of whom wants to usurp his place as Lois' husband."
290,16,1,Emmy-Winning Episode,8.2,"Peter goes out of his way to earn an Emmy win after getting fed up with not being nominated. He tries to make Family Guy more like several Emmy-nominated television shows, including Modern Family and Transparent. But a tip from Bill Maher lets Peter learn the true nature of the awards process and come to terms with his show's futile pursuit of recognition."
291,16,2,Foxx in the Men House,7.3,"After being wobbly-legged upon sitting on the toilet in the girls' bathroom and hitting his head on the counter, Peter meets a paramedic named Stryker Foxx (voiced by Chris Diamantopoulos), who tended to his injury. He later dumps Quagmire, Cleveland and Joe as friends, due to his friendship with the cool guy Stryker giving him an inflated self-esteem. Later on, Peter comes to realize that he does not have the strength to do the physical activities that Stryker wants to do and a fateful sky-diving experience results in Stryker's death."
292,16,3,Nanny Goats,7.2,"Lois' mother, Barbara, hires a nanny for the Griffin family when she gets displeased with recent living arrangements for the kids. This enables Peter and Lois to revitalize with their love. However, they soon get tired of their couple time and nearly split up for good. The family nanny, Natalya, is actually a Belarusian assassin who saves Stewie from rival spies who open fire on the Griffin house."
293,16,4,Follow the Money,7.1,"Chris receives a misprinted but extremely valuable dollar for his birthday from Carter, but loses it. They then go on an adventure to find it. Meanwhile, Lois gets in a fight with Peter's nemesis Earnie, the giant chicken's wife."
294,16,5,Three Directors,7.8,"The story of Peter's firing from the Pawtucket Brewery, as told in the directorial styles of Quentin Tarantino, Wes Anderson, and Michael Bay."
295,16,6,The D in Apartment 23,8.1,"Brian's tweet involving Baywatch and Ride Along 3 comes back to haunt him as it's deemed racist and goes viral. Even though Brian deletes the tweet and all of his social media accounts, the Griffins are turned into pariahs by all of Quahog, prompting them to kick him out of the house until the situation blows over."
296,16,7,Petey IV,6.7,"Vladimir Putin visits Quahog after Peter writes an email to him complaining about the ending to a Russian bootleg version of Rocky IV, where Ivan Drago wins the final fight. Meanwhile, in light of moving out, Brian gets a job at a suicide hotline center to obtain some money to pay the rent to Lou Spinazola, where he falls for his co-worker, Martha (voiced by Kristen Bell). He takes drastic measures when she rejects him."
297,16,8,Crimes and Meg's Demeanor,7.4,"Meg takes up drinking at a high school party, which brings out her more outgoing and loosened side, both concerning and delighting Peter. Meanwhile, while recovering from a leg injury following the incident in the last episode, Brian suspects that Principal Shepherd has murdered his wife and enlists Stewie to help him out."
298,16,9,Don't Be a Dickens at Christmas,7,"In a play on Charles Dickens' A Christmas Carol, Peter takes a journey around Quahog with the ghost of Patrick Swayze (voiced by Don Swayze) after he loses his Christmas spirit."
299,16,10,Boy (Dog) Meets Girl (Dog),7.1,"After Brian falls in love with Ellie (voiced by Amanda Seyfried), a female show dog, he enters a dog show competition, where the winner will get to breed with her. Meanwhile, Peter and Lois attempt to convince Chris that ""Arthur Valentine"" is not real. When they are unable to do so, they kill Arthur Valentine which leads to Chris falling into depression. References: Stewie training Brian makes a joke about 9/11, Brian makes a statement saying ""I was supposed to be on one of those planes"" Stewie saying ""yes me too"" references when Seth MacFarlane had a hangover on that day missing his flight to Los Angeles, which was crashed into the World Trade Center."
300,16,11,Dog Bites Bear,7.5,"Brian and Stewie's friendship is put to the test after Brian mutilates Stewie's teddy bear, Rupert, out of jealousy. Stewie and Brain travel to Vermont to spread Rupert's remains. Meanwhile, Peter meets his favorite cereal mascot, Boo Berry, and refuses to wash his right hand after shaking it with him, grossing and creeping his friends out."
